number_of_steps,episode_number,won,algorithm,state,Q_value_state
2,457,0,standard,5,0.010673310577135374
9,458,0,standard,5,0.08702031194288777
5,459,0,standard,,
5,460,0,standard,,
5,461,0,standard,,
5,462,0,standard,,
5,463,0,standard,,
5,464,0,standard,,
2,465,0,standard,,
4,466,0,standard,5,0.0002865293978296441
2,467,0,standard,5,0.009605979519421836
3,468,0,standard,,
15,469,0,standard,,
10,470,0,standard,,
2,471,0,standard,5,0.008645381567479652
21,472,0,standard,5,0.011505032549976715
8,473,0,standard,,
5,474,0,standard,5,0.07831828074859899
11,475,0,standard,,
15,476,0,standard,,
7,477,0,standard,,
6,478,0,standard,,
4,479,0,standard,,
4,480,0,standard,,
7,481,0,standard,,
2,482,0,standard,,
8,483,0,standard,,
2,484,0,standard,,
5,485,0,standard,,
15,486,0,standard,,
4,487,0,standard,,
7,488,0,standard,,
11,489,0,standard,,
8,490,0,standard,,
14,491,0,standard,5,0.0007410424460798094
6,492,0,standard,,
9,493,0,standard,5,0.08967390935172567
4,494,0,standard,,
23,495,0,standard,5,0.0807065184165531
5,496,0,standard,,
4,497,0,standard,,
3,498,0,standard,5,0.0008414837183448934
5,499,0,standard,,
10,500,0,standard,,
12,501,0,standard,,
3,502,0,standard,,
22,503,0,standard,,
2,504,0,standard,5,0.026637852082731686
8,505,1,standard,,
2,506,0,standard,5,0.023974066874458518
2,507,0,standard,,
4,508,0,standard,,
12,509,0,standard,5,0.08903594750963859
2,510,0,standard,,
8,511,0,standard,,
9,512,1,standard,,
5,513,0,standard,,
6,514,0,standard,5,0.0007573353465104041
6,515,0,standard,5,0.0006816018118593637
3,516,0,standard,,
12,517,0,standard,,
4,518,0,standard,5,0.0006134416306734273
6,519,0,standard,,
3,520,0,standard,,
6,521,0,standard,,
5,522,0,standard,,
11,523,0,standard,,
6,524,0,standard,,
5,525,0,standard,,
6,526,0,standard,,
2,527,0,standard,5,0.02378345934433961
12,528,1,standard,,
7,529,1,standard,,
11,530,1,standard,,
5,531,0,standard,,
10,532,0,standard,5,0.023832449994915253
5,533,0,standard,,
5,534,0,standard,5,0.11456984004741609
3,535,0,standard,,
2,536,0,standard,,
7,537,0,standard,,
5,538,0,standard,,
5,539,0,standard,,
6,540,0,standard,,
5,541,0,standard,,
9,542,0,standard,,
4,543,0,standard,,
5,544,0,standard,,
9,545,0,standard,,
4,546,0,standard,,
7,547,0,standard,,
5,548,0,standard,,
5,549,0,standard,,
6,550,0,standard,,
12,551,0,standard,,
2,552,0,standard,5,0.032486687861672206
3,553,0,standard,,
7,554,0,standard,,
2,555,0,standard,5,0.029238019075504985
5,556,0,standard,,
10,557,1,standard,,
4,558,0,standard,,
9,559,0,standard,5,0.12191354076160596
4,560,0,standard,,
15,561,0,standard,,
2,562,0,standard,5,0.03852792510454454
14,563,0,standard,,
20,564,0,standard,,
8,565,1,standard,,
4,566,0,standard,,
5,567,0,standard,,
8,568,0,standard,,
2,569,0,standard,,
12,570,0,standard,5,0.10972218668544537
9,571,0,standard,5,0.105365831665567
9,572,0,standard,,
11,573,0,standard,,
6,574,0,standard,,
4,575,0,standard,,
11,576,0,standard,5,0.0948292484990103
3,577,0,standard,,
3,578,0,standard,,
6,579,0,standard,,
7,580,0,standard,,
11,581,0,standard,,
8,582,0,standard,,
8,583,0,standard,5,0.05786850116229591
7,584,0,standard,,
10,585,0,standard,,
2,586,0,standard,5,0.05544863022839612
2,587,0,standard,5,0.049903767205556504
9,588,0,standard,,
3,589,0,standard,5,0.0005520974676060846
10,590,0,standard,,
6,591,0,standard,,
8,592,0,standard,5,0.044913390485000856
12,593,0,standard,,
5,594,0,standard,,
6,595,0,standard,,
12,596,0,standard,,
6,597,0,standard,,
9,598,0,standard,,
2,599,0,standard,,
3,600,0,standard,,
9,601,0,standard,,
16,602,0,standard,5,0.04280362018600076
11,603,1,standard,,
9,604,0,standard,,
13,605,0,standard,,
12,606,0,standard,,
15,607,0,standard,,
2,608,0,standard,5,0.047870443309606894
6,609,0,standard,,
15,610,0,standard,,
12,611,0,standard,,
7,612,0,standard,,
20,613,0,standard,,
10,614,0,standard,,
11,615,0,standard,,
2,616,0,standard,5,0.0430833989786462
13,617,1,standard,,
4,618,0,standard,,
25,619,0,standard,,
8,620,0,standard,5,0.04291007230549341
12,621,0,standard,,
3,622,0,standard,,
12,623,0,standard,,
14,624,0,standard,,
3,625,0,standard,,
7,626,0,standard,,
18,627,0,standard,5,0.039962384801734585
29,628,0,standard,,
7,629,0,standard,5,0.005228391692161862
18,630,0,standard,,
19,631,0,standard,,
5,632,0,standard,,
9,633,0,standard,,
16,634,0,standard,,
13,635,0,standard,5,0.004705552522945676
16,636,1,standard,,
6,637,0,standard,,
5,638,0,standard,,
5,639,0,standard,,
19,640,0,standard,,
3,641,0,standard,,
8,642,0,standard,,
24,643,0,standard,,
3,644,0,standard,,
11,645,0,standard,,
5,646,0,standard,5,0.1355633717539586
15,647,1,standard,,
2,648,0,standard,5,0.055866751922372615
6,649,0,standard,,
11,650,1,standard,,
17,651,0,standard,5,0.0563412086492589
11,652,0,standard,,
11,653,0,standard,,
2,654,0,standard,5,0.05070708778433301
2,655,0,standard,5,0.04563637900589971
6,656,0,standard,5,0.0053825232486452695
12,657,0,standard,,
6,658,0,standard,,
2,659,0,standard,5,0.04607541256230859
3,660,0,standard,,
4,661,0,standard,,
9,662,0,standard,,
27,663,0,standard,,
10,664,0,standard,,
9,665,0,standard,,
21,666,1,standard,,
3,667,0,standard,5,0.007967293519553402
7,668,0,standard,5,0.007170564167598062
4,669,0,standard,,
3,670,0,standard,5,0.006453507750838256
29,671,0,standard,,
14,672,0,standard,,
7,673,0,standard,,
7,674,0,standard,,
14,675,0,standard,,
21,676,0,standard,,
22,677,0,standard,,
15,678,0,standard,,
14,679,0,standard,,
10,680,0,standard,5,0.056776718131414286
2,681,0,standard,5,0.051099046318272855
3,682,0,standard,,
8,683,0,standard,5,0.04598914168644557
2,684,0,standard,5,0.04139022751780101
15,685,0,standard,5,0.16118688895350297
11,686,0,standard,5,0.14506820005815269
15,687,0,standard,,
11,688,1,standard,,
11,689,0,standard,,
6,690,0,standard,,
19,691,0,standard,,
25,692,0,standard,,
12,693,0,standard,,
2,694,0,standard,5,0.04829734623603357
8,695,0,standard,,
10,696,0,standard,,
29,697,1,standard,,
15,698,0,standard,5,0.13056138005233742
6,699,0,standard,5,0.008275420205452206
6,700,0,standard,,
6,701,0,standard,,
16,702,0,standard,5,0.045492547320423855
8,703,0,standard,,
19,704,0,standard,,
2,705,0,standard,5,0.04327673014246661
2,706,0,standard,5,0.038949057128219944
12,707,0,standard,,
13,708,0,standard,,
10,709,0,standard,5,0.04137589197923634
19,710,0,standard,5,0.13019735716410408
6,711,0,standard,,
3,712,0,standard,,
12,713,0,standard,,
3,714,0,standard,,
8,715,0,standard,,
16,716,0,standard,,
3,717,0,standard,,
31,718,0,standard,,
10,719,0,standard,5,0.049346305282005634
14,720,0,standard,,
22,721,0,standard,,
15,722,0,standard,5,0.12742949838763484
7,723,0,standard,,
15,724,0,standard,5,0.11468654854887136
7,725,0,standard,,
9,726,0,standard,,
2,727,0,standard,5,0.055468088042838565
19,728,1,standard,,
5,729,0,standard,5,0.12742708147406812
36,730,0,standard,5,0.1146843733266613
17,731,0,standard,,
11,732,0,standard,,
14,733,0,standard,,
2,734,0,standard,,
31,735,0,standard,,
24,736,1,standard,,
13,737,0,standard,,
10,738,0,standard,,
13,739,0,standard,,
5,740,0,standard,,
16,741,0,standard,,
9,742,0,standard,,
6,743,0,standard,5,0.007447878184906985
9,744,0,standard,,
3,745,0,standard,,
6,746,0,standard,,
6,747,1,standard,,
8,748,0,standard,,
5,749,0,standard,,
3,750,0,standard,5,0.006703090366416286
12,751,0,standard,,
5,752,0,standard,,
11,753,1,standard,,
17,754,0,standard,,
10,755,0,standard,,
15,756,1,standard,,
8,757,0,standard,,
5,758,0,standard,,
7,759,0,standard,,
8,760,0,standard,,
2,761,0,standard,5,0.056294300912529266
12,762,1,standard,,
2,763,0,standard,5,0.05066487082127634
6,764,0,standard,,
13,765,1,standard,,
39,766,0,standard,,
10,767,0,standard,5,0.04559838373914871
5,768,0,standard,5,0.16085977241026936
7,769,0,standard,,
19,770,0,standard,5,0.14477379516924244
13,771,0,standard,,
17,772,0,standard,,
20,773,0,standard,,
12,774,0,standard,,
19,775,0,standard,,
3,776,0,standard,,
7,777,0,standard,,
3,778,0,standard,,
8,779,0,standard,,
7,780,0,standard,,
13,781,0,standard,,
3,782,0,standard,,
6,783,0,standard,,
8,784,0,standard,,
5,785,0,standard,,
3,786,0,standard,5,0.015349730051873742
13,787,0,standard,,
10,788,0,standard,,
3,789,0,standard,,
11,790,0,standard,,
2,791,0,standard,,
2,792,0,standard,,
4,793,0,standard,5,0.013814757046686367
21,794,0,standard,,
14,795,0,standard,,
3,796,0,standard,,
16,797,0,standard,,
16,798,1,standard,,
20,799,0,standard,,
20,800,1,standard,,
6,801,0,standard,,
3,802,0,standard,,
14,803,0,standard,,
13,804,0,standard,,
13,805,0,standard,,
26,806,0,standard,,
6,807,0,standard,,
3,808,0,standard,,
21,809,0,standard,5,0.08146641553936562
27,810,0,standard,,
11,811,0,standard,,
35,812,0,standard,,
3,813,0,standard,,
6,814,0,standard,,
10,815,0,standard,5,0.0801777447251036
11,816,0,standard,5,0.14149745950929232
20,817,0,standard,,
2,818,0,standard,5,0.07215997025259324
7,819,0,standard,,
2,820,0,standard,5,0.06494397322733392
11,821,0,standard,,
16,822,0,standard,5,0.05844957590460052
44,823,0,standard,5,0.024345658210065957
5,824,0,standard,5,0.12734771355836308
12,825,0,standard,,
15,826,0,standard,,
3,827,0,standard,5,0.02191109238905936
2,828,0,standard,5,0.06575366566197301
14,829,0,standard,,
14,830,0,standard,,
11,831,0,standard,,
33,832,0,standard,,
16,833,0,standard,5,0.07061500682592965
3,834,0,standard,,
20,835,0,standard,,
21,836,0,standard,,
6,837,0,standard,,
12,838,0,standard,,
24,839,0,standard,,
2,840,0,standard,5,0.07171578189964976
12,841,1,standard,,
2,842,0,standard,5,0.07335260182889278
6,843,0,standard,,
10,844,0,standard,,
9,845,0,standard,,
11,846,0,standard,,
16,847,0,standard,,
14,848,0,standard,,
13,849,0,standard,,
18,850,0,standard,,
8,851,0,standard,5,0.06981969123478822
5,852,0,standard,,
19,853,1,standard,,
13,854,0,standard,,
9,855,0,standard,,
15,856,0,standard,,
15,857,0,standard,,
5,858,0,standard,,
9,859,0,standard,,
15,860,0,standard,,
20,861,0,standard,,
2,862,0,standard,5,0.08186434726779174
9,863,0,standard,,
3,864,0,standard,,
18,865,0,standard,5,0.07367791254101257
5,866,0,standard,,
5,867,0,standard,,
9,868,0,standard,,
2,869,0,standard,5,0.06631012128691131
8,870,0,standard,,
12,871,1,standard,,
24,872,0,standard,,
21,873,0,standard,,
2,874,0,standard,5,0.07871165706167421
19,875,1,standard,,
19,876,1,standard,,
6,877,0,standard,,
7,878,0,standard,,
10,879,0,standard,5,0.07906288858574838
12,880,0,standard,,
2,881,0,standard,5,0.07115659972717354
16,882,0,standard,5,0.06404093975445618
24,883,0,standard,,
7,884,0,standard,,
6,885,0,standard,,
10,886,0,standard,,
6,887,0,standard,,
19,888,0,standard,,
3,889,0,standard,,
12,890,0,standard,,
7,891,0,standard,,
7,892,0,standard,,
10,893,0,standard,5,0.10399261646354455
45,894,0,standard,,
27,895,0,standard,,
17,896,0,standard,,
6,897,0,standard,,
24,898,0,standard,,
13,899,0,standard,,
6,900,0,standard,,
8,901,0,standard,,
10,902,0,standard,,
26,903,0,standard,,
14,904,0,standard,,
10,905,0,standard,5,0.10320607449250518
9,906,0,standard,,
9,907,0,standard,,
2,908,0,standard,5,0.10127586254326988
2,909,0,standard,5,0.0911482762889429
2,910,0,standard,5,0.08203344866004861
15,911,0,standard,,
7,912,0,standard,,
6,913,0,standard,,
8,914,0,standard,,
6,915,0,standard,,
10,916,0,standard,,
17,917,0,standard,,
3,918,0,standard,,
17,919,0,standard,5,0.07383010379404374
15,920,1,standard,,
6,921,0,standard,,
20,922,0,standard,,
28,923,0,standard,,
16,924,0,standard,,
3,925,0,standard,,
10,926,0,standard,,
27,927,0,standard,,
2,928,0,standard,,
21,929,0,standard,5,0.10334067088089362
11,930,0,standard,,
7,931,0,standard,,
12,932,0,standard,,
4,933,0,standard,,
14,934,0,standard,,
8,935,0,standard,,
3,936,0,standard,5,0.047158007953529577
16,937,0,standard,,
18,938,0,standard,,
14,939,0,standard,,
9,940,0,standard,,
3,941,0,standard,,
9,942,0,standard,,
15,943,0,standard,5,0.24435154088166083
26,944,0,standard,,
2,945,0,standard,5,0.11483131807658528
4,946,0,standard,,
6,947,0,standard,,
9,948,0,standard,,
14,949,0,standard,,
3,950,0,standard,,
8,951,0,standard,,
6,952,0,standard,,
8,953,0,standard,,
16,954,0,standard,5,0.11513047457770878
12,955,0,standard,,
18,956,0,standard,5,0.1036174271199379
13,957,1,standard,,
2,958,0,standard,5,0.09325568440794411
11,959,0,standard,,
7,960,0,standard,,
2,961,0,standard,5,0.08393011596714971
6,962,0,standard,,
17,963,0,standard,,
6,964,0,standard,,
16,965,0,standard,,
3,966,0,standard,,
16,967,0,standard,,
26,968,0,standard,,
8,969,0,standard,5,0.08853965386756009
24,970,0,standard,,
16,971,0,standard,,
2,972,0,standard,5,0.0916569303158408
24,973,0,standard,,
11,974,0,standard,,
10,975,0,standard,,
10,976,0,standard,,
11,977,0,standard,,
11,978,0,standard,,
5,979,0,standard,,
14,980,0,standard,,
8,981,0,standard,,
4,982,0,standard,,
27,983,0,standard,,
29,984,0,standard,,
14,985,0,standard,,
20,986,1,standard,,
2,987,0,standard,5,0.10551929866392379
37,988,1,standard,,
27,989,0,standard,,
5,990,0,standard,,
10,991,0,standard,5,0.09860862343330756
10,992,0,standard,,
19,993,0,standard,,
7,994,0,standard,,
3,995,0,standard,,
6,996,0,standard,5,0.05403801185839225
11,997,1,standard,,
16,998,0,standard,5,0.1173726147280257
63,999,0,standard,,
15,1000,0,standard,,
3,1001,0,standard,,
13,1002,0,standard,,
29,1003,1,standard,,
3,1004,0,standard,,
8,1005,0,standard,,
19,1006,0,standard,,
9,1007,0,standard,,
18,1008,0,standard,5,0.1157508643562463
6,1009,0,standard,,
7,1010,0,standard,,
32,1011,0,standard,,
3,1012,0,standard,5,0.060777837842244324
8,1013,1,standard,,
6,1014,0,standard,,
8,1015,0,standard,,
17,1016,0,standard,5,0.11277591371634714
5,1017,0,standard,5,0.300570932321372
6,1018,0,standard,,
30,1019,0,standard,,
19,1020,1,standard,,
11,1021,0,standard,,
42,1022,0,standard,,
5,1023,0,standard,,
28,1024,0,standard,,
5,1025,0,standard,5,0.3062135111970207
25,1026,0,standard,,
10,1027,0,standard,5,0.14026480594227297
13,1028,0,standard,,
18,1029,0,standard,5,0.1262383253480457
19,1030,1,standard,,
5,1031,0,standard,5,0.2755921600773187
3,1032,0,standard,,
6,1033,0,standard,,
6,1034,0,standard,5,0.06556876438131101
13,1035,0,standard,,
2,1036,0,standard,5,0.11361449281324112
6,1037,0,standard,,
21,1038,0,standard,,
7,1039,0,standard,,
2,1040,0,standard,5,0.10652015394773211
7,1041,0,standard,,
2,1042,0,standard,5,0.09586813855295889
18,1043,0,standard,,
9,1044,0,standard,,
11,1045,1,standard,,
8,1046,0,standard,,
9,1047,0,standard,,
5,1048,0,standard,,
6,1049,1,standard,,
6,1050,0,standard,,
4,1051,0,standard,,
11,1052,1,standard,,
5,1053,0,standard,5,0.3308996127981143
3,1054,0,standard,,
3,1055,0,standard,,
11,1056,1,standard,,
5,1057,0,standard,,
11,1058,1,standard,,
9,1059,1,standard,,
7,1060,0,standard,,
11,1061,0,standard,,
