number_of_steps,episode_number,won,algorithm,state,Q_value_state
5,99,0,standard,,
12,100,0,standard,,
7,101,0,standard,,
11,102,0,standard,5,0.0
2,103,0,standard,,
11,104,0,standard,,
2,105,0,standard,5,0.0
3,106,0,standard,,
6,107,0,standard,,
7,108,0,standard,,
2,109,0,standard,5,0.0
2,110,0,standard,5,0.0
6,111,0,standard,,
12,112,0,standard,,
2,113,0,standard,,
15,114,0,standard,,
17,115,0,standard,5,6.3818380146501e-06
3,116,0,standard,,
3,117,0,standard,,
12,118,0,standard,,
11,119,0,standard,,
5,120,0,standard,,
15,121,0,standard,,
8,122,0,standard,5,5.74365421318509e-06
9,123,0,standard,,
6,124,0,standard,,
9,125,0,standard,,
7,126,0,standard,,
4,127,0,standard,,
6,128,0,standard,,
8,129,0,standard,,
5,130,0,standard,,
2,131,0,standard,5,2.4684083685609135e-05
6,132,0,standard,5,2.913112054394459e-09
15,133,0,standard,,
5,134,0,standard,,
13,135,0,standard,,
6,136,0,standard,,
7,137,0,standard,,
7,138,0,standard,,
8,139,0,standard,,
3,140,0,standard,,
4,141,0,standard,5,2.6218008489550133e-09
5,142,0,standard,,
2,143,0,standard,5,0.00018819083878413885
3,144,0,standard,,
2,145,0,standard,5,0.00016937175490572496
2,146,0,standard,,
4,147,0,standard,,
15,148,0,standard,,
17,149,0,standard,5,0.00013877817477237658
3,150,0,standard,,
20,151,0,standard,,
10,152,1,standard,,
2,153,0,standard,5,0.00018150692898410628
19,154,0,standard,,
14,155,0,standard,5,1.2000951213099742e-05
2,156,0,standard,5,0.00022549302469100066
2,157,0,standard,,
4,158,0,standard,,
5,159,0,standard,,
7,160,0,standard,,
2,161,0,standard,,
3,162,0,standard,,
14,163,0,standard,5,1.0800856091789769e-05
8,164,0,standard,,
9,165,0,standard,,
22,166,0,standard,,
12,167,0,standard,,
4,168,0,standard,5,1.3223506775232222e-05
8,169,0,standard,,
9,170,0,standard,,
3,171,0,standard,,
7,172,0,standard,,
13,173,0,standard,,
3,174,0,standard,5,1.1901156097709e-05
11,175,0,standard,,
5,176,0,standard,,
23,177,0,standard,,
14,178,0,standard,,
2,179,0,standard,5,0.00037613746226181684
7,180,0,standard,,
5,181,0,standard,5,0.0015759360000000004
7,182,0,standard,,
2,183,0,standard,,
3,184,0,standard,5,1.7176942937918224e-05
15,185,0,standard,,
10,186,0,standard,,
5,187,0,standard,,
13,188,0,standard,,
26,189,0,standard,,
4,190,0,standard,,
4,191,0,standard,,
5,192,0,standard,,
2,193,0,standard,5,0.0005678655085018392
3,194,0,standard,5,4.081714659266578e-05
13,195,0,standard,,
4,196,0,standard,,
3,197,0,standard,,
13,198,0,standard,,
5,199,0,standard,,
14,200,0,standard,,
9,201,0,standard,,
5,202,0,standard,,
4,203,0,standard,,
10,204,0,standard,,
18,205,0,standard,,
2,206,0,standard,5,0.0007131175646414488
8,207,0,standard,,
4,208,0,standard,,
9,209,0,standard,,
8,210,0,standard,,
2,211,0,standard,5,0.0007559974666116185
2,212,0,standard,5,0.0006803977199504566
8,213,0,standard,5,0.0007638982014257291
8,214,0,standard,,
6,215,0,standard,,
2,216,0,standard,,
2,217,0,standard,5,0.0006875083812831562
2,218,0,standard,5,0.0006187575431548406
4,219,0,standard,5,0.0001793304205609253
4,220,0,standard,,
6,221,0,standard,,
12,222,0,standard,,
12,223,0,standard,,
2,224,0,standard,,
8,225,0,standard,,
22,226,0,standard,5,0.00024787407839855705
3,227,0,standard,,
2,228,0,standard,5,0.0011633510600073632
14,229,0,standard,,
8,230,0,standard,,
20,231,0,standard,,
6,232,0,standard,,
5,233,0,standard,,
19,234,0,standard,,
17,235,0,standard,,
6,236,0,standard,5,0.0004162981893181795
3,237,0,standard,,
4,238,0,standard,,
5,239,0,standard,,
2,240,0,standard,5,0.001597178047667021
2,241,0,standard,5,0.001437460242900319
14,242,0,standard,,
4,243,0,standard,5,0.00037466837038636154
8,244,0,standard,,
7,245,0,standard,5,0.0003372015333477254
6,246,0,standard,,
13,247,0,standard,,
18,248,0,standard,,
2,249,0,standard,5,0.0021409147840544722
2,250,0,standard,5,0.001926823305649025
12,251,0,standard,,
5,252,0,standard,,
6,253,0,standard,,
2,254,0,standard,5,0.0017341409750841225
2,255,0,standard,5,0.0015607268775757101
7,256,0,standard,,
22,257,0,standard,,
37,258,0,standard,,
4,259,0,standard,,
6,260,0,standard,5,0.0007446342472617913
2,261,0,standard,5,0.0014091182702066826
8,262,0,standard,,
3,263,0,standard,5,0.0006701708225356122
7,264,0,standard,,
2,265,0,standard,5,0.0015566132953846352
5,266,0,standard,,
8,267,0,standard,,
24,268,0,standard,,
10,269,0,standard,5,0.0014009519658461718
10,270,0,standard,,
11,271,0,standard,,
6,272,0,standard,,
5,273,0,standard,,
5,274,0,standard,,
3,275,0,standard,5,0.0014847377532755332
2,276,0,standard,5,0.00160665323376819
3,277,0,standard,,
4,278,0,standard,,
5,279,0,standard,,
2,280,0,standard,5,0.001445987910391371
7,281,0,standard,,
13,282,0,standard,,
7,283,0,standard,,
8,284,0,standard,5,0.001331651998453381
2,285,0,standard,,
4,286,0,standard,,
9,287,0,standard,,
3,288,0,standard,,
2,289,0,standard,5,0.0011984867986080429
7,290,0,standard,5,0.0018999286776906679
2,291,0,standard,,
4,292,0,standard,,
13,293,0,standard,5,0.001709935809921601
5,294,0,standard,,
6,295,0,standard,,
7,296,0,standard,,
5,297,0,standard,,
5,298,0,standard,,
3,299,0,standard,,
11,300,0,standard,,
5,301,0,standard,,
2,302,0,standard,,
2,303,0,standard,,
8,304,0,standard,,
11,305,0,standard,,
9,306,0,standard,5,0.012817247259050625
4,307,0,standard,5,0.002175593291298166
14,308,0,standard,,
14,309,1,standard,,
7,310,0,standard,,
5,311,0,standard,,
6,312,0,standard,5,0.0026156602230880195
8,313,0,standard,5,0.002060518426767959
16,314,0,standard,,
17,315,0,standard,,
39,316,0,standard,,
13,317,0,standard,,
2,318,0,standard,5,0.002018414657815459
3,319,0,standard,,
15,320,0,standard,5,0.01515413819227883
7,321,0,standard,,
9,322,0,standard,,
4,323,0,standard,,
14,324,0,standard,,
2,325,0,standard,,
8,326,0,standard,,
4,327,0,standard,,
11,328,0,standard,,
7,329,0,standard,,
29,330,0,standard,,
2,331,0,standard,,
11,332,0,standard,5,0.013638724373050946
12,333,1,standard,,
3,334,0,standard,5,0.004573497606358763
4,335,0,standard,5,0.004116147845722886
15,336,0,standard,,
16,337,0,standard,,
9,338,1,standard,,
3,339,0,standard,,
9,340,0,standard,,
3,341,0,standard,5,0.004946394578170436
16,342,0,standard,,
20,343,0,standard,,
2,344,0,standard,,
4,345,0,standard,,
8,346,0,standard,,
9,347,1,standard,,
25,348,0,standard,,
14,349,0,standard,5,0.005968975798109722
13,350,0,standard,5,0.0053720782182987495
6,351,0,standard,,
26,352,0,standard,,
42,353,0,standard,,
3,354,0,standard,,
20,355,0,standard,,
28,356,0,standard,,
9,357,0,standard,,
7,358,0,standard,,
8,359,0,standard,,
32,360,0,standard,,
17,361,0,standard,,
9,362,0,standard,,
19,363,0,standard,,
5,364,0,standard,5,0.021296985253171734
6,365,0,standard,,
3,366,0,standard,,
3,367,0,standard,5,0.0064305471136928485
6,368,0,standard,5,0.006616880512486208
4,369,0,standard,5,0.005955192461237588
7,370,1,standard,,
2,371,0,standard,,
3,372,0,standard,,
6,373,0,standard,,
3,374,0,standard,5,0.005971761559338193
11,375,1,standard,,
12,376,0,standard,5,0.01916728672785456
10,377,0,standard,,
8,378,0,standard,,
5,379,0,standard,,
9,380,0,standard,,
2,381,0,standard,,
27,382,0,standard,5,0.005764152016490098
9,383,0,standard,,
28,384,0,standard,,
14,385,0,standard,,
11,386,1,standard,,
9,387,0,standard,,
8,388,0,standard,,
11,389,0,standard,,
9,390,0,standard,,
6,391,0,standard,,
13,392,0,standard,,
6,393,0,standard,,
22,394,0,standard,5,0.006377079935246331
3,395,0,standard,5,0.005739371941721697
4,396,0,standard,,
2,397,0,standard,,
13,398,1,standard,,
37,399,0,standard,,
11,400,0,standard,,
5,401,0,standard,,
11,402,0,standard,,
8,403,0,standard,5,0.0072059058510538536
9,404,0,standard,,
8,405,0,standard,,
13,406,0,standard,,
8,407,0,standard,,
2,408,0,standard,5,0.006485315265948468
40,409,0,standard,5,0.005836783739353622
10,410,0,standard,,
42,411,0,standard,,
3,412,0,standard,,
23,413,0,standard,,
8,414,0,standard,,
8,415,0,standard,5,0.005956177632138952
11,416,0,standard,,
5,417,0,standard,,
7,418,0,standard,,
5,419,0,standard,,
3,420,0,standard,5,0.006839704937137231
3,421,0,standard,,
7,422,0,standard,,
4,423,0,standard,5,0.0061557344434235075
5,424,0,standard,,
8,425,0,standard,,
6,426,0,standard,,
2,427,0,standard,5,0.005360559868925057
16,428,0,standard,5,0.005987583986809411
3,429,0,standard,,
3,430,0,standard,,
7,431,0,standard,,
2,432,0,standard,5,0.00538882558812847
9,433,0,standard,,
8,434,0,standard,,
11,435,0,standard,5,0.021028910192239604
12,436,0,standard,,
5,437,0,standard,,
4,438,0,standard,,
3,439,0,standard,,
2,440,0,standard,5,0.0048499430293156235
4,441,0,standard,5,0.006356669541186148
24,442,0,standard,,
21,443,0,standard,,
13,444,0,standard,,
19,445,0,standard,,
10,446,0,standard,,
5,447,0,standard,,
3,448,0,standard,5,0.0071769343526187105
17,449,0,standard,,
10,450,0,standard,5,0.0057795750507582825
18,451,0,standard,,
11,452,0,standard,,
9,453,0,standard,,
20,454,0,standard,,
5,455,0,standard,,
8,456,0,standard,,
4,457,0,standard,5,0.00645924091735684
12,458,0,standard,,
4,459,0,standard,,
14,460,0,standard,,
10,461,0,standard,,
10,462,0,standard,5,0.011365915561627677
9,463,0,standard,,
3,464,0,standard,,
5,465,0,standard,,
9,466,0,standard,,
10,467,0,standard,,
6,468,0,standard,,
7,469,0,standard,,
11,470,0,standard,,
3,471,0,standard,,
14,472,0,standard,,
3,473,0,standard,,
6,474,0,standard,5,0.009734855989069422
3,475,0,standard,5,0.00876137039016248
8,476,0,standard,,
17,477,0,standard,,
8,478,0,standard,,
4,479,0,standard,,
23,480,0,standard,,
4,481,0,standard,5,0.009124166035779032
14,482,0,standard,,
2,483,0,standard,,
3,484,0,standard,5,0.008211749432201128
4,485,0,standard,5,0.007390574488981015
9,486,0,standard,,
9,487,0,standard,,
2,488,0,standard,,
14,489,0,standard,,
3,490,0,standard,,
9,491,0,standard,,
7,492,0,standard,,
13,493,0,standard,,
16,494,0,standard,,
14,495,0,standard,,
7,496,0,standard,5,0.00811643307226112
11,497,0,standard,,
11,498,0,standard,,
9,499,0,standard,,
3,500,0,standard,,
3,501,0,standard,,
7,502,0,standard,,
5,503,0,standard,,
8,504,0,standard,,
34,505,0,standard,,
10,506,1,standard,,
3,507,0,standard,5,0.011458842275952457
7,508,0,standard,,
7,509,0,standard,,
7,510,0,standard,5,0.010312958048357211
12,511,0,standard,,
19,512,0,standard,,
2,513,0,standard,,
8,514,0,standard,5,0.014369178453220617
5,515,0,standard,,
2,516,0,standard,,
7,517,0,standard,,
8,518,0,standard,,
5,519,0,standard,,
3,520,0,standard,,
17,521,0,standard,,
25,522,0,standard,,
6,523,0,standard,,
8,524,0,standard,,
6,525,0,standard,,
11,526,1,standard,,
6,527,0,standard,5,0.014771517041835495
5,528,0,standard,,
9,529,0,standard,,
15,530,0,standard,,
10,531,0,standard,,
2,532,0,standard,,
11,533,0,standard,,
13,534,0,standard,,
12,535,0,standard,,
7,536,0,standard,5,0.015362241339743874
5,537,0,standard,,
6,538,0,standard,,
7,539,0,standard,5,0.013826017205769486
21,540,1,standard,,
18,541,0,standard,,
14,542,0,standard,,
13,543,0,standard,,
7,544,0,standard,,
28,545,0,standard,,
28,546,0,standard,,
6,547,0,standard,,
12,548,0,standard,,
6,549,0,standard,,
14,550,0,standard,,
12,551,1,standard,,
3,552,0,standard,,
2,553,0,standard,,
2,554,0,standard,,
8,555,0,standard,,
30,556,0,standard,,
11,557,0,standard,,
6,558,0,standard,5,0.013568703356505958
16,559,0,standard,5,0.0179606901734148
16,560,0,standard,,
6,561,0,standard,5,0.012211833020855363
11,562,1,standard,,
6,563,0,standard,5,0.010990649718769827
17,564,0,standard,,
3,565,0,standard,5,0.009891584746892845
11,566,1,standard,,
3,567,0,standard,,
5,568,0,standard,,
14,569,0,standard,,
8,570,0,standard,,
2,571,0,standard,,
28,572,1,standard,,
18,573,0,standard,,
2,574,0,standard,,
5,575,0,standard,,
8,576,0,standard,,
2,577,0,standard,,
11,578,0,standard,,
31,579,1,standard,,
4,580,0,standard,,
13,581,0,standard,5,0.011560817886653803
11,582,0,standard,,
32,583,1,standard,,
3,584,0,standard,5,0.010404736097988422
8,585,0,standard,,
8,586,0,standard,,
3,587,0,standard,5,0.00936426248818958
9,588,0,standard,,
14,589,0,standard,,
11,590,0,standard,,
19,591,0,standard,5,0.04206553247430463
2,592,0,standard,,
8,593,0,standard,,
4,594,0,standard,5,0.011786936362373095
13,595,0,standard,,
8,596,0,standard,,
4,597,0,standard,5,0.010608242726135786
15,598,0,standard,,
29,599,0,standard,,
16,600,0,standard,,
7,601,0,standard,,
15,602,0,standard,,
9,603,0,standard,,
24,604,0,standard,,
7,605,0,standard,,
5,606,0,standard,,
8,607,0,standard,,
8,608,0,standard,,
24,609,1,standard,,
2,610,0,standard,,
16,611,0,standard,,
5,612,0,standard,,
9,613,0,standard,,
5,614,0,standard,,
9,615,0,standard,,
5,616,0,standard,,
9,617,0,standard,,
6,618,0,standard,5,0.012984595235344787
7,619,0,standard,5,0.011686135711810309
11,620,0,standard,,
8,621,0,standard,,
7,622,0,standard,,
3,623,0,standard,5,0.010517522140629279
4,624,0,standard,,
15,625,1,standard,,
21,626,1,standard,,
18,627,0,standard,,
4,628,0,standard,,
35,629,0,standard,5,0.041217908682463174
13,630,0,standard,,
18,631,0,standard,,
4,632,0,standard,5,0.02055749342749679
19,633,0,standard,,
21,634,0,standard,,
3,635,0,standard,5,0.018501744084747113
5,636,0,standard,,
10,637,0,standard,,
14,638,0,standard,,
2,639,0,standard,,
5,640,0,standard,,
7,641,0,standard,,
16,642,1,standard,,
3,643,0,standard,5,0.0166515696762724
5,644,0,standard,,
8,645,0,standard,,
19,646,1,standard,,
4,647,0,standard,,
35,648,0,standard,5,0.03816765241094281
7,649,0,standard,,
10,650,0,standard,,
8,651,0,standard,,
7,652,0,standard,,
2,653,0,standard,,
4,654,0,standard,5,0.014986412708645161
10,655,0,standard,,
9,656,0,standard,,
14,657,0,standard,,
6,658,0,standard,,
8,659,0,standard,,
3,660,0,standard,5,0.013487771437780644
13,661,0,standard,,
3,662,0,standard,5,0.01213899429400258
13,663,0,standard,,
16,664,0,standard,,
7,665,0,standard,,
8,666,0,standard,,
16,667,0,standard,,
5,668,0,standard,,
41,669,0,standard,,
28,670,1,standard,,
5,671,0,standard,5,0.058728459882814554
8,672,0,standard,,
42,673,0,standard,,
26,674,0,standard,5,0.06354580792918006
5,675,0,standard,,
9,676,0,standard,,
8,677,0,standard,,
9,678,0,standard,,
22,679,0,standard,,
7,680,0,standard,,
9,681,0,standard,,
8,682,0,standard,,
16,683,0,standard,,
8,684,0,standard,,
26,685,0,standard,,
30,686,1,standard,,
11,687,0,standard,,
5,688,0,standard,,
13,689,0,standard,,
5,690,0,standard,,
2,691,0,standard,,
8,692,0,standard,,
9,693,0,standard,,
9,694,0,standard,,
16,695,0,standard,5,0.0683007697236749
5,696,0,standard,,
5,697,0,standard,,
9,698,0,standard,,
8,699,0,standard,,
18,700,0,standard,,
3,701,0,standard,5,0.035993961817891544
3,702,0,standard,5,0.03239456563610239
19,703,0,standard,,
11,704,0,standard,,
7,705,0,standard,,
7,706,0,standard,,
11,707,0,standard,,
3,708,0,standard,5,0.029155109072492153
21,709,0,standard,,
19,710,1,standard,,
10,711,0,standard,5,0.06782603665285958
29,712,0,standard,,
17,713,0,standard,,
2,714,0,standard,,
14,715,0,standard,,
26,716,0,standard,,
22,717,0,standard,5,0.04649263622595967
9,718,1,standard,,
11,719,0,standard,,
7,720,0,standard,,
14,721,0,standard,,
8,722,0,standard,,
9,723,0,standard,,
9,724,1,standard,,
12,725,1,standard,,
9,726,0,standard,,
8,727,1,standard,,
12,728,0,standard,,
10,729,0,standard,,
11,730,1,standard,,
5,731,0,standard,5,0.07600053400191555
26,732,0,standard,,
14,733,0,standard,,
2,734,0,standard,,
16,735,0,standard,,
8,736,0,standard,,
14,737,0,standard,,
3,738,0,standard,5,0.0482036340582227
7,739,0,standard,,
5,740,0,standard,,
15,741,0,standard,,
10,742,0,standard,,
19,743,0,standard,,
16,744,0,standard,,
9,745,0,standard,,
2,746,0,standard,,
3,747,0,standard,5,0.04338327065240043
15,748,0,standard,,
7,749,1,standard,,
20,750,1,standard,,
3,751,0,standard,5,0.03904494358716038
27,752,1,standard,,
7,753,0,standard,,
9,754,0,standard,,
9,755,0,standard,,
8,756,0,standard,,
5,757,0,standard,,
12,758,0,standard,,
7,759,0,standard,,
16,760,0,standard,,
18,761,0,standard,,
9,762,1,standard,,
7,763,0,standard,,
12,764,1,standard,,
9,765,0,standard,,
3,766,0,standard,5,0.04328231764528405
28,767,0,standard,,
3,768,0,standard,,
9,769,1,standard,,
3,770,0,standard,5,0.03895408588075564
6,771,0,standard,,
11,772,0,standard,,
11,773,0,standard,,
8,774,0,standard,,
12,775,0,standard,,
5,776,0,standard,,
3,777,0,standard,,
17,778,0,standard,5,0.09151969247949297
8,779,0,standard,,
22,780,0,standard,,
9,781,1,standard,,
3,782,0,standard,,
8,783,0,standard,,
12,784,0,standard,,
13,785,0,standard,,
14,786,0,standard,,
7,787,0,standard,,
3,788,0,standard,5,0.04654034120555257
15,789,0,standard,,
22,790,0,standard,5,0.0549036876164998
7,791,0,standard,,
7,792,0,standard,,
4,793,0,standard,,
34,794,0,standard,,
4,795,0,standard,,
12,796,0,standard,,
18,797,0,standard,,
7,798,0,standard,,
8,799,0,standard,,
15,800,0,standard,,
28,801,0,standard,,
8,802,0,standard,,
19,803,0,standard,,
12,804,0,standard,,
9,805,0,standard,,
3,806,0,standard,,
20,807,0,standard,,
8,808,0,standard,,
5,809,0,standard,,
3,810,0,standard,5,0.07478737804400015
20,811,1,standard,,
12,812,0,standard,5,0.20023326178818854
6,813,0,standard,,
21,814,0,standard,,
2,815,0,standard,,
29,816,0,standard,,
7,817,0,standard,,
3,818,0,standard,,
18,819,0,standard,,
14,820,0,standard,,
15,821,0,standard,,
41,822,0,standard,,
12,823,0,standard,,
7,824,0,standard,,
12,825,0,standard,,
9,826,0,standard,,
5,827,0,standard,,
9,828,0,standard,,
32,829,0,standard,,
16,830,0,standard,,
7,831,0,standard,,
15,832,0,standard,,
2,833,0,standard,,
28,834,0,standard,,
5,835,0,standard,,
8,836,0,standard,,
6,837,1,standard,,
2,838,0,standard,5,0.11031908299441119
3,839,0,standard,5,0.11259209185168034
19,840,0,standard,,
12,841,1,standard,,
5,842,0,standard,,
19,843,1,standard,,
8,844,0,standard,,
20,845,0,standard,,
10,846,1,standard,,
7,847,0,standard,,
10,848,0,standard,,
9,849,0,standard,,
6,850,0,standard,5,0.10788529409388699
8,851,0,standard,,
2,852,0,standard,5,0.10398566797356468
12,853,0,standard,,
8,854,0,standard,,
11,855,1,standard,,
8,856,0,standard,,
5,857,0,standard,,
10,858,0,standard,,
10,859,0,standard,,
9,860,0,standard,,
2,861,0,standard,,
11,862,0,standard,,
15,863,0,standard,,
37,864,1,standard,,
23,865,0,standard,5,0.2920442671291983
11,866,0,standard,,
3,867,0,standard,5,0.0970967646844983
6,868,0,standard,5,0.08738708821604846
18,869,1,standard,,
13,870,0,standard,,
9,871,1,standard,,
5,872,0,standard,5,0.2788515596555055
10,873,0,standard,,
10,874,0,standard,,
14,875,0,standard,,
7,876,0,standard,,
11,877,0,standard,,
19,878,0,standard,,
7,879,0,standard,,
2,880,0,standard,,
6,881,0,standard,,
7,882,0,standard,,
12,883,1,standard,,
5,884,0,standard,,
8,885,0,standard,,
14,886,0,standard,,
3,887,0,standard,,
9,888,0,standard,,
5,889,0,standard,,
7,890,0,standard,5,0.12994434080610281
8,891,0,standard,,
21,892,0,standard,,
9,893,0,standard,,
9,894,0,standard,,
5,895,0,standard,5,0.30625054033197396
5,896,0,standard,,
7,897,0,standard,,
5,898,0,standard,,
7,899,0,standard,,
8,900,0,standard,,
3,901,0,standard,5,0.11694990672549253
3,902,0,standard,5,0.10525491605294328
9,903,0,standard,5,0.2756254862987766
21,904,0,standard,,
8,905,0,standard,,
2,906,0,standard,,
24,907,0,standard,,
19,908,1,standard,,
9,909,0,standard,5,0.24806293766889892
5,910,0,standard,,
21,911,0,standard,,
5,912,0,standard,,
19,913,0,standard,,
8,914,0,standard,,
8,915,0,standard,,
6,916,0,standard,,
6,917,0,standard,,
29,918,1,standard,,
19,919,0,standard,,
5,920,0,standard,,
26,921,0,standard,,
2,922,0,standard,5,0.12517754357006913
40,923,0,standard,,
24,924,0,standard,,
21,925,0,standard,5,0.11265978921306222
8,926,0,standard,,
11,927,1,standard,,
19,928,0,standard,,
8,929,0,standard,,
6,930,0,standard,,
21,931,0,standard,,
11,932,0,standard,,
7,933,0,standard,,
30,934,1,standard,,
27,935,0,standard,,
11,936,0,standard,,
11,937,0,standard,,
3,938,0,standard,5,0.14666640250896304
12,939,0,standard,,
3,940,0,standard,5,0.13199976225806673
10,941,0,standard,,
21,942,0,standard,,
13,943,0,standard,5,0.11879978603226005
12,944,0,standard,,
26,945,0,standard,,
16,946,0,standard,,
9,947,0,standard,,
5,948,0,standard,,
2,949,0,standard,,
9,950,0,standard,,
17,951,1,standard,,
19,952,1,standard,,
5,953,0,standard,,
7,954,0,standard,,
3,955,0,standard,,
25,956,0,standard,5,0.12179669089264317
11,957,0,standard,,
7,958,0,standard,,
26,959,0,standard,,
4,960,0,standard,5,0.1189964420640819
15,961,1,standard,,
5,962,0,standard,,
8,963,0,standard,,
14,964,0,standard,,
3,965,0,standard,5,0.1070967978576737
24,966,0,standard,,
8,967,0,standard,,
41,968,0,standard,,
2,969,0,standard,5,0.10747411113833145
12,970,1,standard,,
50,971,0,standard,,
3,972,0,standard,,
5,973,0,standard,,
3,974,0,standard,,
12,975,0,standard,,
7,976,0,standard,5,0.10835772983164042
31,977,0,standard,,
15,978,0,standard,,
4,979,0,standard,,
26,980,0,standard,,
15,981,0,standard,5,0.24335353790611902
10,982,0,standard,,
15,983,0,standard,,
9,984,0,standard,,
2,985,0,standard,,
22,986,0,standard,,
7,987,0,standard,,
8,988,0,standard,,
8,989,0,standard,,
8,990,0,standard,,
20,991,1,standard,,
17,992,0,standard,,
14,993,0,standard,,
11,994,1,standard,,
14,995,0,standard,,
4,996,0,standard,,
9,997,0,standard,,
5,998,0,standard,,
8,999,0,standard,,
7,1000,0,standard,,
16,1001,0,standard,,
38,1002,0,standard,,
3,1003,0,standard,,
8,1004,0,standard,,
16,1005,0,standard,,
9,1006,1,standard,,
13,1007,0,standard,,
9,1008,1,standard,,
13,1009,0,standard,,
8,1010,0,standard,,
10,1011,1,standard,,
5,1012,0,standard,,
6,1013,0,standard,,
11,1014,1,standard,,
3,1015,0,standard,5,0.1244085371644097
5,1016,0,standard,,
16,1017,0,standard,,
7,1018,1,standard,,
16,1019,0,standard,,
26,1020,0,standard,,
12,1021,1,standard,,
11,1022,0,standard,,
6,1023,0,standard,5,0.12119482057331141
8,1024,0,standard,,
8,1025,0,standard,,
9,1026,1,standard,,
16,1027,0,standard,,
8,1028,0,standard,,
18,1029,0,standard,,
8,1030,0,standard,,
11,1031,0,standard,,
17,1032,0,standard,,
9,1033,0,standard,,
8,1034,0,standard,,
24,1035,0,standard,,
11,1036,0,standard,,
8,1037,0,standard,,
7,1038,0,standard,,
8,1039,0,standard,,
3,1040,0,standard,5,0.11834156872571922
3,1041,0,standard,5,0.1065074118531473
5,1042,0,standard,,
8,1043,0,standard,,
2,1044,0,standard,,
21,1045,0,standard,,
4,1046,0,standard,,
26,1047,0,standard,,
3,1048,0,standard,,
6,1049,0,standard,5,0.09585667066783257
16,1050,0,standard,,
26,1051,0,standard,,
9,1052,0,standard,,
16,1053,0,standard,5,0.12683867262705617
2,1054,0,standard,,
5,1055,0,standard,,
9,1056,0,standard,,
23,1057,0,standard,,
38,1058,0,standard,5,0.09523974721467522
8,1059,0,standard,,
22,1060,0,standard,,
31,1061,0,standard,,
29,1062,0,standard,,
17,1063,0,standard,,
19,1064,0,standard,,
14,1065,0,standard,,
6,1066,0,standard,,
8,1067,0,standard,5,0.12230349925220822
9,1068,0,standard,,
15,1069,0,standard,,
15,1070,0,standard,,
10,1071,0,standard,,
15,1072,0,standard,,
17,1073,0,standard,5,0.1100731493269874
15,1074,0,standard,,
19,1075,1,standard,,
2,1076,0,standard,5,0.09906583439428866
18,1077,0,standard,,
25,1078,0,standard,,
10,1079,0,standard,,
27,1080,0,standard,,
10,1081,0,standard,,
21,1082,0,standard,,
30,1083,0,standard,,
8,1084,0,standard,,
3,1085,0,standard,5,0.10568817614506457
9,1086,1,standard,,
16,1087,0,standard,,
12,1088,0,standard,,
2,1089,0,standard,5,0.10530837698759679
6,1090,0,standard,,
27,1091,0,standard,,
12,1092,0,standard,,
10,1093,0,standard,5,0.10027333104169124
2,1094,0,standard,5,0.09024599793752211
15,1095,0,standard,,
27,1096,0,standard,,
5,1097,0,standard,,
