number_of_steps,episode_number,won,algorithm,state,Q_value_state
3,185,0,standard,5,0.00019427553162296754
17,186,0,standard,,
15,187,0,standard,,
2,188,0,standard,,
13,189,0,standard,,
2,190,0,standard,,
2,191,0,standard,,
5,192,0,standard,,
12,193,0,standard,,
5,194,0,standard,,
17,195,0,standard,,
6,196,0,standard,,
9,197,0,standard,,
5,198,0,standard,,
4,199,0,standard,,
5,200,0,standard,,
3,201,0,standard,5,0.00041783647952243515
3,202,0,standard,,
4,203,0,standard,,
2,204,0,standard,,
2,205,0,standard,,
3,206,0,standard,,
3,207,0,standard,5,0.00037605283157019165
9,208,0,standard,,
2,209,0,standard,5,0.0006272449768409609
33,210,1,standard,,
3,211,0,standard,5,0.00038325282874847127
12,212,0,standard,,
4,213,0,standard,5,0.00034492754587362416
10,214,0,standard,,
20,215,0,standard,,
2,216,0,standard,,
6,217,0,standard,,
11,218,1,standard,,
6,219,0,standard,5,0.0006254058906903977
10,220,0,standard,,
8,221,0,standard,,
12,222,1,standard,,
4,223,0,standard,,
20,224,0,standard,,
5,225,0,standard,,
3,226,0,standard,5,0.000562865301621358
2,227,0,standard,,
5,228,0,standard,,
2,229,0,standard,,
18,230,1,standard,,
3,231,0,standard,5,0.0007645849101942666
6,232,0,standard,5,0.00068812641917484
11,233,0,standard,,
10,234,0,standard,,
3,235,0,standard,,
12,236,0,standard,,
4,237,0,standard,,
15,238,0,standard,5,0.008541452790889489
6,239,0,standard,,
4,240,0,standard,,
7,241,0,standard,5,0.0017808778289471262
2,242,0,standard,5,0.0013573808668867423
9,243,0,standard,,
5,244,0,standard,,
6,245,0,standard,,
5,246,0,standard,,
6,247,0,standard,5,0.0016027900460524136
12,248,0,standard,5,0.011766784423950336
5,249,0,standard,,
5,250,0,standard,5,0.010590105981555301
2,251,0,standard,5,0.0019239401517190734
3,252,0,standard,5,0.0017660622263427962
13,253,0,standard,,
8,254,0,standard,,
8,255,0,standard,,
8,256,0,standard,,
3,257,0,standard,5,0.0015894560037085165
2,258,0,standard,5,0.001731546136547166
5,259,0,standard,,
7,260,0,standard,,
3,261,0,standard,5,0.0014305104033376648
8,262,0,standard,,
4,263,0,standard,5,0.0018590232797076945
5,264,0,standard,,
14,265,0,standard,,
3,266,0,standard,5,0.001937163474163596
16,267,0,standard,5,0.001963429563557829
5,268,0,standard,5,0.009531095383399772
5,269,0,standard,5,0.008577985845059794
2,270,0,standard,,
4,271,0,standard,,
8,272,0,standard,,
6,273,0,standard,5,0.0017434471267472364
10,274,0,standard,,
20,275,0,standard,,
8,276,0,standard,,
14,277,0,standard,,
14,278,0,standard,,
12,279,0,standard,,
12,280,0,standard,,
22,281,0,standard,,
3,282,0,standard,5,0.0025650102864355536
6,283,0,standard,,
9,284,0,standard,,
16,285,0,standard,,
10,286,0,standard,,
9,287,0,standard,,
8,288,0,standard,,
4,289,0,standard,,
15,290,0,standard,,
6,291,0,standard,5,0.002769396997183082
2,292,0,standard,,
7,293,0,standard,,
16,294,0,standard,,
8,295,0,standard,,
8,296,0,standard,5,0.00471677060736438
7,297,0,standard,5,0.0024924572974647737
4,298,0,standard,,
8,299,0,standard,,
12,300,1,standard,,
13,301,0,standard,,
4,302,0,standard,,
14,303,0,standard,,
11,304,0,standard,,
7,305,0,standard,,
13,306,0,standard,,
2,307,0,standard,,
3,308,0,standard,5,0.004279685724963039
18,309,0,standard,,
8,310,0,standard,,
3,311,0,standard,5,0.00616935967792016
19,312,0,standard,,
8,313,0,standard,,
18,314,0,standard,5,0.005497898890156623
9,315,0,standard,,
7,316,0,standard,,
3,317,0,standard,5,0.0055524237101281446
8,318,0,standard,,
2,319,0,standard,,
4,320,0,standard,,
16,321,0,standard,,
22,322,0,standard,,
16,323,0,standard,,
2,324,0,standard,,
7,325,0,standard,5,0.00499718133911533
2,326,0,standard,,
5,327,0,standard,,
9,328,0,standard,,
25,329,0,standard,,
2,330,0,standard,5,0.005864569920536255
5,331,0,standard,,
7,332,0,standard,,
2,333,0,standard,5,0.005278112928482629
6,334,0,standard,,
5,335,0,standard,,
3,336,0,standard,,
9,337,0,standard,,
14,338,0,standard,,
5,339,0,standard,,
9,340,0,standard,,
12,341,0,standard,,
10,342,0,standard,5,0.0047503016356343665
28,343,0,standard,,
11,344,0,standard,,
16,345,0,standard,,
3,346,0,standard,5,0.005568174154948219
7,347,0,standard,5,0.005011356739453397
2,348,0,standard,5,0.005676000684681734
21,349,0,standard,,
16,350,0,standard,,
5,351,0,standard,,
10,352,0,standard,,
11,353,0,standard,,
10,354,0,standard,,
5,355,0,standard,,
3,356,0,standard,5,0.006001990785236411
17,357,0,standard,,
8,358,0,standard,,
8,359,0,standard,,
2,360,0,standard,5,0.0056134264295178956
8,361,0,standard,,
5,362,0,standard,,
3,363,0,standard,5,0.0054017917067127694
2,364,0,standard,,
8,365,0,standard,,
7,366,0,standard,,
12,367,0,standard,,
2,368,0,standard,,
4,369,0,standard,,
8,370,0,standard,,
8,371,0,standard,5,0.005788175913654716
8,372,0,standard,,
17,373,0,standard,,
14,374,0,standard,,
5,375,0,standard,,
13,376,0,standard,,
10,377,0,standard,,
16,378,0,standard,,
9,379,0,standard,5,0.014085954767493242
2,380,0,standard,5,0.006105414518413298
5,381,0,standard,,
4,382,0,standard,,
3,383,0,standard,5,0.007717784465809502
9,384,0,standard,,
4,385,0,standard,,
9,386,0,standard,,
2,387,0,standard,5,0.006320007781191417
12,388,0,standard,,
7,389,0,standard,,
3,390,0,standard,,
6,391,0,standard,,
5,392,0,standard,,
12,393,0,standard,,
8,394,0,standard,,
10,395,0,standard,,
3,396,0,standard,,
9,397,0,standard,,
2,398,0,standard,,
16,399,0,standard,,
5,400,0,standard,,
9,401,0,standard,,
3,402,0,standard,,
9,403,0,standard,,
11,404,1,standard,,
8,405,0,standard,,
14,406,0,standard,,
6,407,0,standard,,
11,408,0,standard,,
5,409,0,standard,,
3,410,0,standard,5,0.010886909349839925
4,411,0,standard,,
3,412,0,standard,,
6,413,0,standard,5,0.009798218414855932
20,414,0,standard,,
2,415,0,standard,,
16,416,0,standard,,
27,417,0,standard,5,0.012398071766521896
3,418,0,standard,5,0.011158264589869706
13,419,0,standard,5,0.010042438130882736
5,420,0,standard,,
8,421,0,standard,,
12,422,0,standard,,
4,423,0,standard,,
11,424,0,standard,,
6,425,0,standard,5,0.010882566282473822
27,426,0,standard,,
11,427,0,standard,,
4,428,0,standard,,
11,429,0,standard,,
4,430,0,standard,,
8,431,0,standard,,
9,432,0,standard,,
6,433,0,standard,5,0.014744471024042366
3,434,0,standard,5,0.01327002392163813
19,435,0,standard,,
6,436,0,standard,5,0.011943021529474317
8,437,0,standard,5,0.01165478959203458
5,438,0,standard,,
11,439,0,standard,,
14,440,0,standard,,
17,441,0,standard,,
19,442,0,standard,,
2,443,0,standard,,
25,444,0,standard,5,0.011856852670508376
3,445,0,standard,5,0.010671167403457537
10,446,0,standard,,
4,447,0,standard,,
7,448,0,standard,,
9,449,0,standard,,
9,450,0,standard,,
15,451,1,standard,,
10,452,0,standard,,
10,453,0,standard,,
7,454,0,standard,5,0.011224128335871428
2,455,0,standard,,
20,456,0,standard,,
11,457,0,standard,,
19,458,0,standard,,
7,459,0,standard,,
3,460,0,standard,,
11,461,0,standard,,
11,462,0,standard,,
2,463,0,standard,,
6,464,0,standard,,
3,465,0,standard,,
4,466,0,standard,5,0.011553756194995138
2,467,0,standard,,
6,468,0,standard,,
5,469,0,standard,5,0.02160403222851459
6,470,0,standard,5,0.010398380575495624
7,471,0,standard,5,0.010603986625809247
16,472,0,standard,,
7,473,0,standard,,
8,474,0,standard,,
16,475,0,standard,,
7,476,0,standard,,
5,477,0,standard,,
15,478,0,standard,,
32,479,0,standard,,
3,480,0,standard,5,0.014146706496829314
17,481,0,standard,,
10,482,0,standard,,
11,483,1,standard,,
19,484,0,standard,,
4,485,0,standard,,
5,486,0,standard,,
9,487,0,standard,5,0.019443629005663134
6,488,0,standard,5,0.01410408486369204
12,489,0,standard,,
2,490,0,standard,,
14,491,0,standard,,
7,492,0,standard,,
20,493,0,standard,,
2,494,0,standard,,
10,495,0,standard,,
7,496,0,standard,,
2,497,0,standard,,
7,498,0,standard,,
16,499,0,standard,,
5,500,0,standard,,
15,501,0,standard,,
7,502,0,standard,,
35,503,0,standard,,
8,504,0,standard,,
14,505,0,standard,5,0.014629551250228828
2,506,0,standard,,
4,507,0,standard,,
16,508,0,standard,,
9,509,0,standard,,
40,510,0,standard,,
13,511,0,standard,,
10,512,0,standard,,
11,513,1,standard,,
6,514,0,standard,5,0.015042358053281074
11,515,0,standard,,
8,516,0,standard,,
21,517,0,standard,,
11,518,0,standard,,
16,519,0,standard,5,0.016081666461251306
10,520,0,standard,,
24,521,0,standard,,
18,522,0,standard,,
7,523,0,standard,,
28,524,0,standard,5,0.029412920579092037
7,525,0,standard,5,0.013538122247952967
2,526,0,standard,,
10,527,0,standard,,
5,528,0,standard,,
6,529,0,standard,5,0.01218431002315767
8,530,0,standard,,
9,531,0,standard,,
11,532,0,standard,,
34,533,0,standard,5,0.01259931509041707
9,534,0,standard,,
11,535,0,standard,,
19,536,1,standard,,
11,537,0,standard,,
16,538,0,standard,,
5,539,0,standard,,
7,540,0,standard,,
4,541,0,standard,,
10,542,0,standard,,
9,543,0,standard,,
3,544,0,standard,5,0.020485701675135574
11,545,0,standard,,
8,546,1,standard,,
7,547,0,standard,,
9,548,0,standard,,
9,549,0,standard,,
9,550,0,standard,,
10,551,0,standard,,
19,552,0,standard,,
2,553,0,standard,,
17,554,0,standard,,
3,555,0,standard,5,0.021654206829460575
2,556,0,standard,,
16,557,0,standard,,
5,558,0,standard,,
5,559,0,standard,,
3,560,0,standard,5,0.027274964332505886
5,561,0,standard,,
16,562,0,standard,,
9,563,0,standard,,
11,564,0,standard,,
5,565,0,standard,,
2,566,0,standard,5,0.018873085631160864
14,567,0,standard,5,0.028101943958411455
15,568,0,standard,,
5,569,0,standard,,
3,570,0,standard,5,0.027088098269478892
5,571,0,standard,,
9,572,0,standard,5,0.03125771186873584
2,573,0,standard,,
6,574,0,standard,5,0.024379288442531004
2,575,0,standard,,
8,576,0,standard,,
5,577,0,standard,,
19,578,0,standard,,
2,579,0,standard,,
21,580,0,standard,,
19,581,0,standard,,
37,582,0,standard,,
24,583,0,standard,,
2,584,0,standard,,
7,585,0,standard,,
12,586,0,standard,,
8,587,0,standard,,
4,588,0,standard,,
15,589,0,standard,,
2,590,0,standard,,
4,591,0,standard,5,0.03696891991983699
11,592,0,standard,,
11,593,0,standard,,
17,594,0,standard,5,0.021865150529101797
7,595,0,standard,5,0.03327202792785329
10,596,0,standard,,
15,597,1,standard,,
15,598,0,standard,,
2,599,0,standard,5,0.019678635476191617
5,600,0,standard,,
6,601,0,standard,5,0.04102503099720213
2,602,0,standard,5,0.02022868857120647
9,603,0,standard,5,0.03208245048876397
23,604,0,standard,,
11,605,0,standard,5,0.028874205439887574
15,606,0,standard,,
5,607,0,standard,,
5,608,0,standard,,
3,609,0,standard,5,0.044851346038849924
3,610,0,standard,5,0.04036621143496493
17,611,1,standard,,
3,612,0,standard,5,0.03632959029146844
12,613,0,standard,,
9,614,1,standard,,
8,615,0,standard,,
19,616,0,standard,,
8,617,0,standard,,
13,618,0,standard,5,0.04187948733754766
7,619,0,standard,5,0.037691538603792894
4,620,0,standard,5,0.03392238474341361
35,621,0,standard,,
16,622,0,standard,,
22,623,0,standard,,
9,624,0,standard,,
8,625,0,standard,,
22,626,0,standard,,
17,627,0,standard,,
11,628,0,standard,,
5,629,0,standard,,
8,630,0,standard,,
6,631,1,standard,,
5,632,0,standard,,
17,633,0,standard,,
2,634,0,standard,,
3,635,0,standard,,
7,636,0,standard,,
2,637,0,standard,,
21,638,0,standard,,
5,639,0,standard,,
7,640,0,standard,,
17,641,0,standard,,
2,642,0,standard,,
12,643,0,standard,,
2,644,0,standard,,
2,645,0,standard,,
14,646,0,standard,,
8,647,0,standard,,
19,648,1,standard,,
20,649,1,standard,,
8,650,0,standard,,
8,651,0,standard,,
11,652,0,standard,,
9,653,0,standard,,
18,654,0,standard,,
6,655,0,standard,,
21,656,0,standard,,
4,657,0,standard,,
28,658,0,standard,,
10,659,0,standard,,
3,660,0,standard,5,0.06524886124084968
6,661,0,standard,,
2,662,0,standard,,
10,663,0,standard,,
10,664,0,standard,,
11,665,0,standard,,
8,666,0,standard,,
2,667,0,standard,5,0.033488826948514426
8,668,0,standard,,
11,669,0,standard,,
4,670,0,standard,,
13,671,0,standard,,
9,672,0,standard,,
9,673,0,standard,,
7,674,0,standard,5,0.05872397511676471
46,675,0,standard,,
4,676,0,standard,,
7,677,0,standard,5,0.05285157760508823
9,678,1,standard,,
15,679,0,standard,,
17,680,0,standard,,
19,681,0,standard,,
9,682,0,standard,,
8,683,0,standard,,
10,684,0,standard,,
16,685,0,standard,,
5,686,0,standard,,
7,687,0,standard,,
8,688,0,standard,,
8,689,0,standard,,
5,690,0,standard,,
16,691,0,standard,,
8,692,0,standard,,
8,693,0,standard,,
10,694,0,standard,,
3,695,0,standard,,
12,696,0,standard,,
8,697,0,standard,,
18,698,0,standard,,
23,699,0,standard,,
8,700,0,standard,,
21,701,0,standard,,
23,702,0,standard,,
11,703,1,standard,,
2,704,0,standard,,
7,705,0,standard,5,0.06472875856342866
8,706,0,standard,,
7,707,0,standard,,
11,708,0,standard,,
3,709,0,standard,,
3,710,0,standard,,
21,711,0,standard,,
14,712,0,standard,,
34,713,0,standard,5,0.06271083210508223
7,714,0,standard,,
22,715,0,standard,,
36,716,1,standard,,
5,717,0,standard,,
8,718,0,standard,,
14,719,0,standard,,
5,720,0,standard,,
11,721,0,standard,,
2,722,0,standard,5,0.04249779158274335
7,723,0,standard,,
22,724,0,standard,5,0.06153606304295499
26,725,0,standard,,
8,726,0,standard,,
48,727,0,standard,,
26,728,0,standard,,
11,729,1,standard,,
5,730,0,standard,,
23,731,0,standard,,
20,732,0,standard,,
17,733,1,standard,,
9,734,0,standard,,
11,735,0,standard,,
17,736,0,standard,,
41,737,0,standard,,
12,738,0,standard,,
19,739,1,standard,,
26,740,0,standard,,
8,741,0,standard,,
5,742,0,standard,,
11,743,0,standard,,
8,744,0,standard,,
16,745,0,standard,,
10,746,0,standard,,
2,747,0,standard,5,0.04564007302063689
14,748,0,standard,,
6,749,0,standard,,
7,750,0,standard,5,0.07562603627498003
7,751,0,standard,,
8,752,0,standard,,
9,753,0,standard,,
16,754,0,standard,,
13,755,0,standard,,
10,756,0,standard,,
21,757,0,standard,,
10,758,0,standard,,
7,759,0,standard,,
5,760,0,standard,,
8,761,0,standard,,
2,762,0,standard,,
16,763,0,standard,,
7,764,0,standard,,
9,765,1,standard,,
7,766,0,standard,5,0.08462994268373585
2,767,0,standard,,
16,768,0,standard,,
9,769,0,standard,,
8,770,0,standard,,
2,771,0,standard,5,0.048565001265502054
7,772,0,standard,,
22,773,0,standard,,
8,774,0,standard,,
7,775,0,standard,,
4,776,0,standard,5,0.0781367037652548
10,777,0,standard,,
11,778,0,standard,,
11,779,0,standard,,
8,780,0,standard,,
45,781,0,standard,,
21,782,0,standard,,
4,783,0,standard,,
9,784,0,standard,,
37,785,0,standard,,
8,786,0,standard,,
9,787,0,standard,,
5,788,0,standard,,
20,789,0,standard,,
4,790,0,standard,,
4,791,0,standard,5,0.09064806194567449
16,792,0,standard,,
8,793,0,standard,,
16,794,1,standard,,
8,795,0,standard,,
27,796,0,standard,5,0.08559224351366032
8,797,0,standard,,
14,798,0,standard,,
8,799,0,standard,,
6,800,0,standard,,
3,801,0,standard,,
40,802,0,standard,,
8,803,0,standard,,
19,804,1,standard,,
8,805,0,standard,,
10,806,0,standard,,
14,807,0,standard,,
26,808,0,standard,,
11,809,0,standard,,
68,810,0,standard,,
8,811,0,standard,,
6,812,0,standard,,
9,813,1,standard,,
4,814,0,standard,5,0.07963742135747034
18,815,0,standard,,
6,816,0,standard,5,0.07861466874393355
8,817,0,standard,,
6,818,0,standard,,
4,819,0,standard,,
12,820,0,standard,,
35,821,0,standard,,
8,822,0,standard,,
17,823,0,standard,,
8,824,0,standard,,
4,825,0,standard,,
8,826,0,standard,,
4,827,0,standard,5,0.07750756096729809
17,828,0,standard,,
19,829,0,standard,,
7,830,0,standard,,
11,831,0,standard,,
6,832,0,standard,,
9,833,0,standard,,
18,834,0,standard,,
9,835,1,standard,,
18,836,0,standard,5,0.04898228587007533
8,837,0,standard,,
49,838,0,standard,,
4,839,0,standard,,
40,840,0,standard,,
15,841,1,standard,,
24,842,0,standard,,
9,843,1,standard,,
26,844,0,standard,5,0.0440840572830678
10,845,0,standard,,
10,846,0,standard,,
10,847,0,standard,,
8,848,0,standard,,
10,849,0,standard,,
34,850,0,standard,5,0.09182152679523604
5,851,0,standard,,
31,852,0,standard,,
8,853,0,standard,,
16,854,0,standard,,
9,855,0,standard,,
23,856,0,standard,,
16,857,0,standard,,
21,858,0,standard,,
9,859,1,standard,,
8,860,0,standard,,
6,861,0,standard,,
16,862,0,standard,,
4,863,0,standard,5,0.08780186991360028
3,864,0,standard,,
6,865,0,standard,,
18,866,0,standard,,
9,867,0,standard,,
10,868,0,standard,,
13,869,0,standard,,
15,870,1,standard,,
38,871,0,standard,5,0.09111942776443221
8,872,0,standard,,
8,873,0,standard,,
3,874,0,standard,,
4,875,0,standard,5,0.08200748498798899
17,876,0,standard,,
26,877,0,standard,,
3,878,0,standard,5,0.07380673648919009
7,879,0,standard,,
9,880,0,standard,5,0.17645889461493053
7,881,0,standard,5,0.06642606284027108
9,882,0,standard,,
13,883,0,standard,,
8,884,0,standard,,
13,885,0,standard,5,0.05978345655624397
8,886,1,standard,,
6,887,0,standard,,
6,888,0,standard,,
4,889,0,standard,5,0.06060458481824911
15,890,0,standard,,
11,891,0,standard,,
45,892,0,standard,,
6,893,0,standard,,
21,894,0,standard,,
7,895,0,standard,,
6,896,0,standard,,
11,897,0,standard,,
5,898,0,standard,5,0.19315629348551178
9,899,0,standard,,
17,900,0,standard,,
34,901,0,standard,,
2,902,0,standard,,
9,903,1,standard,,
39,904,0,standard,5,0.18695342911179694
7,905,0,standard,,
13,906,0,standard,5,0.08275034749513342
4,907,0,standard,,
17,908,0,standard,,
6,909,0,standard,,
2,910,0,standard,,
24,911,0,standard,5,0.21289695482544668
9,912,1,standard,,
7,913,0,standard,,
6,914,0,standard,5,0.08632887394739176
7,915,0,standard,,
12,916,0,standard,5,0.19953437014898262
16,917,0,standard,,
6,918,0,standard,5,0.07769598655265259
11,919,0,standard,5,0.17958093313408435
12,920,0,standard,,
6,921,0,standard,,
9,922,0,standard,5,0.17522005343738317
22,923,0,standard,5,0.0800563710130084
15,924,0,standard,,
15,925,1,standard,,
10,926,0,standard,,
6,927,0,standard,,
8,928,0,standard,,
11,929,0,standard,,
19,930,1,standard,,
8,931,0,standard,,
11,932,0,standard,,
16,933,0,standard,,
14,934,0,standard,,
40,935,0,standard,,
8,936,0,standard,,
16,937,0,standard,,
9,938,1,standard,,
11,939,0,standard,,
3,940,0,standard,5,0.10971613025382672
10,941,0,standard,,
3,942,0,standard,5,0.09874451722844405
5,943,0,standard,,
18,944,0,standard,5,0.0818815887356884
2,945,0,standard,,
9,946,1,standard,,
11,947,1,standard,,
22,948,0,standard,,
34,949,0,standard,,
9,950,1,standard,,
9,951,1,standard,,
9,952,0,standard,,
16,953,0,standard,,
17,954,0,standard,5,0.08016051240624189
42,955,0,standard,,
3,956,0,standard,5,0.10485219539425528
25,957,0,standard,,
6,958,0,standard,,
19,959,0,standard,,
9,960,1,standard,,
4,961,0,standard,5,0.1018991088349107
2,962,0,standard,,
2,963,0,standard,,
14,964,0,standard,,
9,965,0,standard,,
9,966,0,standard,,
10,967,0,standard,,
8,968,0,standard,,
14,969,0,standard,5,0.09170919795141963
10,970,0,standard,,
9,971,0,standard,,
19,972,0,standard,,
9,973,1,standard,,
6,974,0,standard,,
3,975,0,standard,5,0.10207047385261964
3,976,0,standard,5,0.09186342646735768
17,977,0,standard,,
4,978,0,standard,,
11,979,1,standard,,
2,980,0,standard,,
3,981,0,standard,5,0.09525854307701184
7,982,0,standard,,
10,983,0,standard,,
9,984,1,standard,,
9,985,1,standard,,
10,986,0,standard,,
9,987,1,standard,,
6,988,0,standard,5,0.08573268876931066
6,989,0,standard,,
15,990,0,standard,,
16,991,0,standard,,
6,992,0,standard,,
5,993,0,standard,5,0.2593061130369898
9,994,1,standard,,
17,995,0,standard,5,0.10182603010535272
12,996,1,standard,,
15,997,0,standard,,
15,998,0,standard,5,0.23337550173329083
5,999,0,standard,,
11,1000,0,standard,5,0.21003795155996174
15,1001,0,standard,,
6,1002,0,standard,,
8,1003,0,standard,,
16,1004,0,standard,,
11,1005,0,standard,5,0.21523851875860656
67,1006,0,standard,5,0.10014708775593642
9,1007,0,standard,5,0.21945097818950884
8,1008,0,standard,,
9,1009,1,standard,,
16,1010,0,standard,,
10,1011,0,standard,5,0.09013237898034278
16,1012,0,standard,,
3,1013,0,standard,,
9,1014,1,standard,,
18,1015,0,standard,,
6,1016,0,standard,,
10,1017,0,standard,,
30,1018,0,standard,,
10,1019,0,standard,,
9,1020,0,standard,,
15,1021,0,standard,5,0.32915153494475663
6,1022,0,standard,,
6,1023,0,standard,5,0.12352606176071408
10,1024,0,standard,,
7,1025,0,standard,,
12,1026,0,standard,,
2,1027,0,standard,,
3,1028,0,standard,5,0.11117345558464267
2,1029,0,standard,,
14,1030,0,standard,,
33,1031,0,standard,,
4,1032,0,standard,,
6,1033,0,standard,5,0.1147088351379435
3,1034,0,standard,5,0.10323795162414914
2,1035,0,standard,,
2,1036,0,standard,,
30,1037,0,standard,,
12,1038,0,standard,,
29,1039,0,standard,5,0.3698876955530562
16,1040,1,standard,,
4,1041,0,standard,,
8,1042,1,standard,,
11,1043,0,standard,,
9,1044,0,standard,,
2,1045,0,standard,,
9,1046,1,standard,,
10,1047,0,standard,,
10,1048,0,standard,,
11,1049,1,standard,,
18,1050,0,standard,,
17,1051,0,standard,,
6,1052,0,standard,,
24,1053,0,standard,,
7,1054,0,standard,,
6,1055,0,standard,5,0.09291415646173423
17,1056,0,standard,,
11,1057,0,standard,,
8,1058,1,standard,,
6,1059,0,standard,,
2,1060,0,standard,,
2,1061,0,standard,,
9,1062,1,standard,,
3,1063,0,standard,5,0.08362274081556081
11,1064,1,standard,,
26,1065,0,standard,,
16,1066,0,standard,,
19,1067,1,standard,,
6,1068,0,standard,,
13,1069,0,standard,,
16,1070,0,standard,,
2,1071,0,standard,,
2,1072,0,standard,,
9,1073,1,standard,,
8,1074,0,standard,,
16,1075,0,standard,,
10,1076,0,standard,,
5,1077,0,standard,,
16,1078,0,standard,,
45,1079,1,standard,,
8,1080,0,standard,,
5,1081,0,standard,,
6,1082,0,standard,,
5,1083,0,standard,,
61,1084,0,standard,5,0.13933790519541236
8,1085,0,standard,,
7,1086,1,standard,,
8,1087,0,standard,,
8,1088,0,standard,,
3,1089,0,standard,5,0.15162960019082192
9,1090,0,standard,,
36,1091,1,standard,,
17,1092,0,standard,,
10,1093,0,standard,,
9,1094,0,standard,,
6,1095,0,standard,,
11,1096,0,standard,,
17,1097,0,standard,,
22,1098,0,standard,5,0.16772640082635137
